Discipline	Gender	Event	phase	type	ENG longdescription	ENG Description	FRA longdescription	FRA Description
PC	0	GEN	6	8	World Anti-Doping Agency	World Anti-Doping Agency	Agence Mondiale Antidopage	Agence Mondiale Antidopage
PC	0	GEN	7	8	General Press Conference	General Press Conference	Conférence de presse générale	Conférence de presse générale
PC	0	GEN	9	8	Slovak Olympic Committee	Slovak Olympic Committee	Comité Olympique slovaque	Comité Olympique slovaque
PC	0	GEN	A	8	Japanese Olympic Committee	Japanese Olympic Committee	Comité Olympique japonais	Comité Olympique japonais
PC	0	GEN	B	8	Korean Olympic Committee	Korean Olympic Committee	Korean Olympic Committee	Korean Olympic Committee
PC	0	GEN	C	8	Belgian Olympic Committee	Belgian Olympic Committee	Belgian Olympic Committee	Belgian Olympic Committee
PC	0	GEN	D	8	New Zealand Olympic Committee	New Zealand Olympic Committee	New Zealand Olympic Committee	New Zealand Olympic Committee
PC	0	GEN	E	8	British Olympic Association	British Olympic Association	British Olympic Association	British Olympic Association
PC	0	GEN	F	8	Serbian Olympic Committee	Serbian Olympic Committee	Serbian Olympic Committee	Serbian Olympic Committee
PC	0	GEN	G	8	Luxembourg Olympic Committee	Luxembourg Olympic Committee	Luxembourg Olympic Committee	Luxembourg Olympic Committee
PC	0	GEN	H	8	Danish Olympic Committee	Danish Olympic Committee	Danish Olympic Committee	Danish Olympic Committee
PC	0	GR0	0	5	GR Press Conference	GR Press Conference	Conférence de presse -  gymnastique rythmique	Conférence de presse -  gym. rythmique
PC	0	GT0	0	5	GT Press Conference	GT Press Conference	Conférence de presse -  trampoline	Conférence de presse -  trampoline
PC	0	HB0	0	5	Handball Press Conference	Handball Press Conference	Conférence de presse - handball	Conférence de presse - handball
PC	0	HO0	0	8	Japanese Women's Hockey Team Press Conference	Hockey Press Conference	Conférence de presse - hockey	Conférence de presse - hockey
PC	0	IOC	0	8	IOC/LOCOG Press Briefing	IOC/LOCOG Press Briefing	Réunion de presse CIO/LOCOG	Réunion de presse CIO/LOCOG
PC	0	IOC	2	8	IOC General	IOC General	Plan général CIO	Plan général CIO
PC	0	IOC	7	8	IOC Media Outreach Programme	IOC Media Outreach Programme	Programme des opérations médias du CIO	Programme opérations médias du CIO
PC	0	JU0	0	5	Judo Press Conference	Judo Press Conference	Conférence de presse - judo	Conférence de presse - judo
PC	0	LOC	0	5	Briefing with LOCOG Spokesperson	LOCOG Press Conference	Conférence de presse - LOCOG	Conférence de presse - LOCOG
PC	0	MP0	0	5	MP Press Conference	MP Press Conference	Conférence de presse - pentathlon moderne	Conférence de presse - penta. moderne
PC	0	RO0	0	5	Rowing Press Conferences	Rowing Press Conferences	Conférence de presse - aviron	Conference de presse - aviron
PC	0	SA0	0	5	Sailing Press Conference	Sailing Press Conference	Conférence de presse - voile	Conférence de presse - voile
PC	0	SH0	0	5	Shooting Press Conference	Shooting Press Conference	Conférence de presse - tir	Conférence de presse - tir
PC	0	SPO	0	5	Sponsor Press Conference	Sponsor Press Conference	Conférence de presse des partenaires	Conférence de presse des partenaires
PC	0	SW0	0	5	Swimming Press Conference	Swimming Press Conference	Conférence de presse - natation	Conférence de presse - natation
PC	0	SY0	0	5	SY Press Conference	SY Press Conference	Conférence de presse - natation synchronisée	Conférence de presse - natation synchro.
PC	0	TE0	0	5	Tennis Press Conference	Tennis Press Conference	Conférence de presse - tennis	Conférence de presse - tennis
PC	0	TK0	0	5	Taekwondo Press Conference	Taekwondo Press Conference	Conférence de presse - taekwondo	Conférence de presse - taekwondo
PC	0	TR0	0	5	Triathlon Press Conference	Triathlon Press Conference	Conférence de presse - triathlon	Conférence de presse - triathlon
PC	0	TT0	0	5	Table Tennis Press Conference	Table Tennis Press Conference	Conférence de presse - tennis de table	Conférence de presse - tennis de table
PC	0	VO0	0	5	Volleyball Press Conference	Volleyball Press Conference	Conférence de presse - volleyball	Conférence de presse - volleyball
PC	0	WL0	0	5	WL Press Conference	WL Press Conference	Conférence de presse - haltérophilie	Conférence de presse - haltérophilie
PC	0	WP0	0	5	Water Polo Press Conference	Water Polo Press Conference	Conférence de presse - water-polo	Conférence de presse - water-polo
PC	0	WR0	0	5	Wrestling Press Conference	Wrestling Press Conference	Conférence de presse - lutte	Conférence de presse - lutte
RO	0	000	0	8	Rowing	Rowing	Aviron	Aviron
RO	0	000	N	7	Rowing Draw	Rowing Draw	Aviron, tirage au sort	Aviron, tirage au sort
RO	0	000	Q	4	Rowing Team Managers Meeting	Rowing Team Managers Meeting	Aviron, réunion des directeurs d'équipe	Aviron, réunion directeurs équipe
RO	0	000	Y	8	Rowing Competition Daily Schedule	Rowing Competition Daily Schedule	Aviron, calendrier par jour	Aviron, calendrier par jour
RO	0	000	Z	8	Rowing Competition - Session	Rowing Competition - Session	Compétition d'aviron - session	Compétition d'aviron - session
RO	0	ETD	0	8	Eton Dorney	Eton Dorney	Eton Dorney	Eton Dorney
RO	M	000	0	8	Men	Men	Hommes	Hommes
RO	M	012	0	8	Men's Single Sculls	Men's Single Sculls	Un rameur, skiff - hommes	Skiff - hommes
RO	M	012	1	3	Men's Single Sculls Finals	Men's Single Sculls Finals	Un rameur, skiff - hommes, finales	Skiff - hommes, finales
RO	M	012	2	3	Men's Single Sculls Semifinals	Men's Single Sculls Semifinals	Un rameur, skiff - hommes, demi-finales	Skiff - hommes, demi-finales
RO	M	012	3	3	Men's Single Sculls Quarterfinals	Men's Single Sculls Quarterfinals	Un rameur, skiff - hommes, quarts de finale	Skiff - hommes, quarts de finale
RO	M	012	8	3	Men's Single Sculls Repechages	Men's Single Sculls Repechages	Un rameur, skiff - hommes, repêchages	Skiff - hommes, repêchages
RO	M	012	9	3	Men's Single Sculls Heats	Men's Single Sculls Heats	Un rameur, skiff - hommes, éliminatoires	Skiff - hommes, éliminatoires
RO	M	012	M	6	Men's Single Sculls Victory Ceremony	Men's Single Sculls Victory Ceremony	Un rameur, skiff - hommes, cérémonie de remise des médailles	Skiff - hommes, remise des médailles
RO	M	012	P	3	Men's Single Sculls Preliminary Race for Lanes 	Men's Single Sculls Pre. Race for Lanes	Un de couple - hommes, course préliminaire pour les couloirs	1 de couple - hommes, prélim. couloirs
RO	M	021	0	8	Men's Pair	Men's Pair	Deux en pointe - hommes	2 en pointe - hommes
RO	M	021	1	3	Men's Pair Finals	Men's Pair Finals	Deux en pointe - hommes, finales	2 en pointe - hommes, finales
RO	M	021	2	3	Men's Pair Semifinals	Men's Pair Semifinals	Deux en pointe - hommes, demi-finales	2 en pointe - hommes, 1/2 finales
RO	M	021	3	3	Men's Pair Quarterfinals	Men's Pair Quarterfinals	Deux en pointe - hommes, quarts de finale	2 en pointe - hommes, 1/4 finale
RO	M	021	8	3	Men's Pair Repechages	Men's Pair Repechages	Deux en pointe - hommes, repêchages	2 en pointe - hommes, repêchages
RO	M	021	9	3	Men's Pair Heats	Men's Pair Heats	Deux en pointe - hommes, éliminatoires	2 en pointe - hommes, éliminatoires
RO	M	021	M	6	Men's Pair Victory Ceremony	Men's Pair Victory Ceremony	Deux en pointe - hommes, cérémonie de remise des médailles	2 en pointe - hommes, remise médailles
RO	M	021	P	3	Men's Pair Preliminary Race for Lanes 	Men's Pair Pre. Race for Lanes	Deux de pointe - hommes, course préliminaire pour les couloirs	2 de pointe - hommes, prélim. couloirs
RO	M	022	0	8	Men's Double Sculls	Men's Double Sculls	Deux en couple - hommes	2 en couple - hommes
RO	M	022	1	3	Men's Double Sculls Finals	Men's Double Sculls Finals	Deux en couple - hommes, finales	2 en couple - hommes, finales
RO	M	022	2	3	Men's Double Sculls Semifinals	Men's Double Sculls Semifinals	Deux en couple - hommes, demi-finales	2 en couple - hommes, 1/2 finales
RO	M	022	3	3	Men's Double Sculls Quarterfinals	Men's Double Sculls Quarterfinals	Deux en couple - hommes, quarts de finale	2 en couple - hommes, 1/4 finale
RO	M	022	8	3	Men's Double Sculls Repechages	Men's Double Sculls Repechages	Deux en couple - hommes, repêchages	2 en couple - hommes, repêchages
RO	M	022	9	3	Men's Double Sculls Heats	Men's Double Sculls Heats	Deux en couple - hommes, éliminatoires	2 en couple - hommes, éliminatoires
RO	M	022	M	6	Men's Double Sculls Victory Ceremony	Men's Double Sculls Victory Ceremony	Deux en couple - hommes, cérémonie de remise des médailles	2 en couple - hommes, remise médailles
RO	M	022	P	3	Men's Double Sculls Preliminary Race for Lanes 	Men's Double Sculls Pre. Race for Lanes	Deux de couple - hommes, course préliminaire pour les couloirs	2 de couple - hommes, prélim. couloirs
RO	M	041	0	8	Men's Four	Men's Four	Quatre en pointe - hommes	4 en pointe - hommes
RO	M	041	1	3	Men's Four Finals	Men's Four Finals	Quatre en pointe - hommes, finales	4 en pointe - hommes, finales
RO	M	041	2	3	Men's Four Semifinals	Men's Four Semifinals	Quatre en pointe - hommes, demi-finales	4 en pointe - hommes, 1/2 finales
RO	M	041	3	3	Men's Four Quarterfinals	Men's Four Quarterfinals	Quatre en pointe - hommes, quarts de finale	4 en pointe - hommes, 1/4 finale
RO	M	041	8	3	Men's Four Repechages	Men's Four Repechages	Quatre en pointe - hommes, repêchages	4 en pointe - hommes, repêchages
RO	M	041	9	3	Men's Four Heats	Men's Four Heats	Quatre en pointe - hommes, éliminatoires	4 en pointe - hommes, éliminatoires
RO	M	041	M	6	Men's Four Victory Ceremony	Men's Four Victory Ceremony	Quatre en pointe - hommes, cérémonie de remise des médailles	4 en pointe - hommes, remise médailles
RO	M	041	P	3	Men's Four Preliminary Race for Lanes 	Men's Four Pre. Race for Lanes	Quatre de pointe - hommes, course préliminaire pour les couloirs	4 de pointe - hommes, prélim. couloirs
RO	M	042	0	8	Men's Quadruple Sculls	Men's Quadruple Sculls	Quatre en couple - hommes	4 en couple - hommes
RO	M	042	1	3	Men's Quadruple Sculls Finals	Men's Quadruple Sculls Finals	Quatre en couple - hommes, finales	4 en couple - hommes, finales
RO	M	042	2	3	Men's Quadruple Sculls Semifinals	Men's Quadruple Sculls Semifinals	Quatre en couple - hommes, demi-finales	4 en couple - hommes, 1/2 finales
RO	M	042	3	3	Men's Quadruple Sculls Quarterfinals	Men's Quadruple Sculls Quarterfinals	Quatre en couple - hommes, quarts de finale	4 en couple - hommes, 1/4 finale
RO	M	042	8	3	Men's Quadruple Sculls Repechages	Men's Quadruple Sculls Repechages	Quatre en couple - hommes, repêchages	4 en couple - hommes, repêchages
RO	M	042	9	3	Men's Quadruple Sculls Heats	Men's Quadruple Sculls Heats	Quatre en couple - hommes, éliminatoires	4 en couple - hommes, éliminatoires
RO	M	042	M	6	Men's Quadruple Sculls Victory Ceremony	Men's Quadruple Sculls Victory Ceremony	Quatre en couple - hommes, cérémonie de remise des médailles	4 en couple - hommes, remise médailles
RO	M	042	P	3	Men's Quadruple Sculls Preliminary Race for Lanes 	Men's Quad. Sculls Pre. Race for Lanes	Quatre de couple - hommes, course préliminaire pour les couloirs	4 de couple - hommes, prélim. couloirs
RO	M	083	0	8	Men's Eight	Men's Eight	Huit en pointe - hommes	8 en pointe - hommes
RO	M	083	1	3	Men's Eight Finals	Men's Eight Finals	Huit en pointe - hommes, finales	8 en pointe - hommes, finales
RO	M	083	2	3	Men's Eight Semifinals	Men's Eight Semifinals	Huit en pointe - hommes, demi-finales	8 en pointe - hommes, 1/2 finales
RO	M	083	3	3	Men's Eight Quarterfinals	Men's Eight Quarterfinals	Huit en pointe - hommes, quarts de finale	8 en pointe - hommes, 1/4 finale
RO	M	083	8	3	Men's Eight Repechages	Men's Eight Repechages	Huit en pointe - hommes, repêchages	8 en pointe - hommes, repêchages
RO	M	083	9	3	Men's Eight Heats	Men's Eight Heats	Huit en pointe - hommes, éliminatoires	8 en pointe - hommes, éliminatoires
RO	M	083	M	6	Men's Eight Victory Ceremony	Men's Eight Victory Ceremony	Huit en pointe - hommes, cérémonie de remise des médailles	8 en pointe - hommes, remise médailles
RO	M	083	P	3	Men's Eight Preliminary Race for Lanes	Men's Eight Pre. Race for Lanes	Huit de pointe - hommes, course préliminaire pour les couloirs	8 de pointe - hommes, prélim. couloirs
RO	M	122	0	8	Lightweight Men's Double Sculls	Lightweight Men's Double Sculls	Deux en couple poids légers - hommes	2 en couple poids légers - hommes
RO	M	122	1	3	Lightweight Men's Double Sculls Finals	Lightweight Men's Double Sculls Finals	Deux en couple poids légers - hommes, finales	2 en couple poids légers - hom., finales
RO	M	122	2	3	Lightweight Men's Double Sculls Semifinals	LWT Men's Double Sculls Semifinals	Deux en couple poids légers - hommes, demi-finales	2 couple pds légers - hom., 1/2 finales
RO	M	122	3	3	Lightweight Men's Double Sculls Quarterfinals	LWT Men's Double Sculls Quarterfinals	Deux en couple poids légers - hommes, quarts de finale	2 couple pds légers - hom., 1/4 finale
RO	M	122	8	3	Lightweight Men's Double Sculls Repechages	LWT Men's Double Sculls Repechages	Deux en couple poids légers - hommes, repêchages	2 couple poids légers - hom., repêchages
RO	M	122	9	3	Lightweight Men's Double Sculls Heats	Lightweight Men's Double Sculls Heats	Deux en couple poids légers - hommes, éliminatoires	2 en couple poids légers - hom., élimin.
RO	M	122	M	6	Lightweight Men's Double Sculls Victory Ceremony	LWT Men's Double Sculls Victory Ceremony	Deux en couple poids légers - hommes, cérémonie de remise des médailles	2 couple pds légers - hom., remise méd.
RO	M	122	P	3	Lightweight Men's Double Sculls Preliminary Race for Lanes	LWT  Men's Dbl Sculls Pre. Race for Ln	Deux de couple poids légers - hommes, course préliminaire pour les couloirs	2 couple pds légers - hommes, couloirs
RO	M	141	0	8	Lightweight Men's Four	Lightweight Men's Four	Quatre en pointe poids légers - hommes	4 en pointe poids légers - hommes
RO	M	141	1	3	Lightweight Men's Four Finals	Lightweight Men's Four Finals	Quatre en pointe poids légers - hommes, finales	4 en pointe poids légers - hom., finales
RO	M	141	2	3	Lightweight Men's Four Semifinals	Lightweight Men's Four Semifinals	Quatre en pointe poids légers - hommes, demi-finales	4 pointe pds légers - hom., 1/2 finales
RO	M	141	3	3	Lightweight Men's Four Quarterfinals	Lightweight Men's Four Quarterfinals	Quatre en pointe poids légers - hommes, quarts de finale	4 pointe pds légers - hom., 1/4 finale
RO	M	141	8	3	Lightweight Men's Four Repechages	Lightweight Men's Four Repechages	Quatre en pointe poids légers - hommes, repêchages	4 pointe pds légers - hom., repêchages
RO	M	141	9	3	Lightweight Men's Four Heats	Lightweight Men's Four Heats	Quatre en pointe poids légers - hommes, éliminatoires	4 en pointe poids légers - hom., élimin.
RO	M	141	M	6	Lightweight Men's Four Victory Ceremony	Lightweight Men's Four Victory Ceremony	Quatre en pointe poids légers - hommes, cérémonie de remise des médailles	4 pointe pds légers - hom., remise méd.
RO	M	141	P	3	Lightweight Men's Four Preliminary Race for Lanes	LWT  Men's Four Pre. Race for Lanes	Quatre de pointe poids légers - hommes, course préliminaire pour les couloirs	4 pointe pds légers - hommes, couloirs
RO	W	000	0	8	Women	Women	Femmes	Femmes
RO	W	012	0	8	Women's Single Sculls	Women's Single Sculls	Un rameur, skiff - femmes	Skiff - femmes
RO	W	012	1	3	Women's Single Sculls Finals	Women's Single Sculls Finals	Un rameur, skiff - femmes, finales	Skiff - femmes, finales
RO	W	012	2	3	Women's Single Sculls Semifinals	Women's Single Sculls Semifinals	Un rameur, skiff - femmes, demi-finales	Skiff - femmes, demi-finales
RO	W	012	3	3	Women's Single Sculls Quarterfinals	Women's Single Sculls Quarterfinals	Un rameur, skiff - femmes, quarts de finale	Skiff - femmes, quarts de finale
RO	W	012	8	3	Women's Single Sculls Repechages	Women's Single Sculls Repechages	Un rameur, skiff - femmes, repêchages	Skiff - femmes, repêchages
RO	W	012	9	3	Women's Single Sculls Heats	Women's Single Sculls Heats	Un rameur, skiff - femmes, éliminatoires	Skiff - femmes, éliminatoires
RO	W	012	M	6	Women's Single Sculls Victory Ceremony	Women's Single Sculls Victory Ceremony	Un rameur, skiff - femmes, cérémonie de remise des médailles	Skiff - femmes, remise des médailles
RO	W	012	P	3	Women's Single Sculls Preliminary Race for Lanes	Women's Single Sculls Pre. Race for Ln	Un de couple - femmes, course préliminaire pour les couloirs	1 de couple - femmes, prélim. couloirs
RO	W	021	0	8	Women's Pair	Women's Pair	Deux en pointe - femmes	2 en pointe - femmes
RO	W	021	1	3	Women's Pair Finals	Women's Pair Finals	Deux en pointe - femmes, finales	2 en pointe - femmes, finales
RO	W	021	2	3	Women's Pair Semifinals	Women's Pair Semifinals	Deux en pointe - femmes, demi-finales	2 en pointe - femmes, 1/2 finales
RO	W	021	3	3	Women's Pair Quarterfinals	Women's Pair Quarterfinals	Deux en pointe - femmes, quarts de finale	2 en pointe - femmes, 1/4 finale
RO	W	021	8	3	Women's Pair Repechages	Women's Pair Repechages	Deux en pointe - femmes, repêchages	2 en pointe - femmes, repêchages
RO	W	021	9	3	Women's Pair Heats	Women's Pair Heats	Deux en pointe - femmes, éliminatoires	2 en pointe - femmes, éliminatoires
RO	W	021	M	6	Women's Pair Victory Ceremony	Women's Pair Victory Ceremony	Deux en pointe - femmes, cérémonie de remise des médailles	2 en pointe - femmes, remise médailles
RO	W	021	P	3	Women's Pair Preliminary Race for Lanes	Women's Pair Pre. Race for Lanes	Deux de pointe - femmes, course préliminaire pour les couloirs	2 de pointe - femmes, prélim. couloirs
RO	W	022	0	8	Women's Double Sculls	Women's Double Sculls	Deux en couple - femmes	2 en couple - femmes
RO	W	022	1	3	Women's Double Sculls Finals	Women's Double Sculls Finals	Deux en couple - femmes, finales	2 en couple - femmes, finales
RO	W	022	2	3	Women's Double Sculls Semifinals	Women's Double Sculls Semifinals	Deux en couple - femmes, demi-finales	2 en couple - femmes, 1/2 finale
RO	W	022	3	3	Women's Double Sculls Quarterfinals	Women's Double Sculls Quarterfinals	Deux en couple - femmes, quarts de finale	2 en couple - femmes, 1/4 finale
RO	W	022	8	3	Women's Double Sculls Repechages	Women's Double Sculls Repechages	Deux en couple - femmes, repêchages	2 en couple - femmes, repêchages
RO	W	022	9	3	Women's Double Sculls Heats	Women's Double Sculls Heats	Deux en couple - femmes, éliminatoires	2 en couple - femmes, éliminatoires
RO	W	022	M	6	Women's Double Sculls Victory Ceremony	Women's Double Sculls Victory Ceremony	Deux en couple - femmes, cérémonie de remise des médailles	2 en couple - femmes, remise médailles
